acta_id,dept,mun,zona,stand,mesa,hash,status,path,ok
05_001_20_02_025,05,001,20,02,025,a43348515f6d86a3bc39a970fc557bd01d146e2e981038472f5002575600a7fb.pdf,status11,training\pdfs_train\05\05_001_20_02_025.pdf,True
05_031_99_15_002,05,031,99,15,002,5c1d0a30dfdee4738a375e419504492c6a942cfa0f2fd09267c63febd7c1307e.pdf,status11,training\pdfs_train\05\05_031_99_15_002.pdf,True
01_001_02_05_009,01,001,02,05,009,c87913bdccfc6001d9b83df72e4a1a4a8e28e211fb6917b3cb452297cc051f4d.pdf,status11,training\pdfs_train\01\01_001_02_05_009.pdf,True
16_001_01_04_028,16,001,01,04,028,c55ef4ff1311df7d1259167c69d1e70cbc409099936bdac72801ba0a47f0cc75.pdf,status11,training\pdfs_train\16\16_001_01_04_028.pdf,True
21_031_02_02_032,21,031,02,02,032,1932e49e1ff41ace7a990f8b3e73d0a552b7343a1985c901b40c8b0c2b8037f1.pdf,status11,training\pdfs_train\21\21_031_02_02_032.pdf,True
21_055_99_09_017,21,055,99,09,017,3ee63518f7be072007ea75a2b722c05209fe3d259d36dbc21b3719d212143612.pdf,status11,training\pdfs_train\21\21_055_99_09_017.pdf,True
28_001_99_54_003,28,001,99,54,003,fff6370e8e1b2b1359938a8f4ec7a21a67f306a440322b287d076c4b65850281.pdf,status11,training\pdfs_train\28\28_001_99_54_003.pdf,True
48_001_99_23_003,48,001,99,23,003,c6a170d27235c448509f52b547b5641c99e94c2a3f1b6c29a5d84db88c3bc8ec.pdf,status11,training\pdfs_train\48\48_001_99_23_003.pdf,True
05_001_20_03_019,05,001,20,03,019,097f022b2e49af28e928f4a6419a674be0bf87f8aeea88500a98f3318bb11cf5.pdf,status11,training\pdfs_train\05\05_001_20_03_019.pdf,True
05_001_11_04_006,05,001,11,04,006,d2e62f7478b2383ab6aa9e9a89813f61fdcaa3a66555d7da28e29973b1a72680.pdf,status11,training\pdfs_train\05\05_001_11_04_006.pdf,True
16_001_05_07_011,16,001,05,07,011,fc7b11ece91c9cd61ad1abefd2c39095fdc1fac28acae3bfbf7ee458734ebbb1.pdf,status11,training\pdfs_train\16\16_001_05_07_011.pdf,True
01_250_02_01_007,01,250,02,01,007,09ea6eff08d4282b68be60c59b86687712cf104496ddc28c921b98caa9899fac.pdf,status11,training\pdfs_train\01\01_250_02_01_007.pdf,True
28_049_00_00_016,28,049,00,00,016,016eda33f925afbbea8bd5d1aac3787a119b1507740a6f6732f40586f413a2b9.pdf,status11,training\pdfs_train\28\28_049_00_00_016.pdf,True
21_001_02_04_002,21,001,02,04,002,7f1e6bad6aa0488f25c580c93005ca54de2284e40cf36a7a56f2f0b8401c2386.pdf,status11,training\pdfs_train\21\21_001_02_04_002.pdf,True
05_001_13_01_044,05,001,13,01,044,3d3ed7b41eb1a1c96a0d8c9d9d492e526901e95ef27b6c0726af0bc1e968a61f.pdf,status11,training\pdfs_train\05\05_001_13_01_044.pdf,True
25_054_01_03_016,25,054,01,03,016,1f6a4bbf3f43d7dbb5aefee07e8b51f20561348587880e4551307f80af7afd38.pdf,status11,training\pdfs_train\25\25_054_01_03_016.pdf,True
40_005_01_03_007,40,005,01,03,007,f854f1d39ca730478d301e3dfdc06d544fa015593ff3a421c5b33ee057c07a1e.pdf,status11,training\pdfs_train\40\40_005_01_03_007.pdf,True
72_008_00_00_010,72,008,00,00,010,bcf17c87bd1e656b40e26ab92cf05c5a5f935e0cdb01be680cf707122a668f0c.pdf,status11,training\pdfs_train\72\72_008_00_00_010.pdf,True
56_001_02_02_010,56,001,02,02,010,4f82ed11adcf5e60958b803fbf211c4285c63b51a4f9d03fbea08cecbd28d758.pdf,status11,training\pdfs_train\56\56_001_02_02_010.pdf,True
56_004_00_00_007,56,004,00,00,007,84e7f069fbf903d0e50b35e24f215ece2a84aa7c64260b2e7510460c9ffb8dd2.pdf,status11,training\pdfs_train\56\56_004_00_00_007.pdf,True
05_001_99_34_011,05,001,99,34,011,6b647c5494dafae48fb21cdea705ff943722ac52fba80917b967ea3afa90163e.pdf,status11,training\pdfs_train\05\05_001_99_34_011.pdf,True
72_001_99_10_004,72,001,99,10,004,66c0cbeeedd412e4ddd304f14f4afaa755a840dac374caf219edf70877fe12ff.pdf,status11,training\pdfs_train\72\72_001_99_10_004.pdf,True
48_001_02_03_021,48,001,02,03,021,91f11fa75fae9a0c5097b23fbbbc497b2a0f0ad7b06418008ca8f94ee456c4b7.pdf,status11,training\pdfs_train\48\48_001_02_03_021.pdf,True
25_064_02_05_003,25,064,02,05,003,56e9557e798f1d8e4f2b464a6216ea4a272c8a8ab86a674f823b3f97ea0aa900.pdf,status11,training\pdfs_train\25\25_064_02_05_003.pdf,True
16_001_11_57_006,16,001,11,57,006,47f84a1e335c70005783fa53d249d10ce3d9ccbbb753a3b8999b312b7e2ba998.pdf,status11,training\pdfs_train\16\16_001_11_57_006.pdf,True
16_001_90_01_166,16,001,90,01,166,d9e07677892eb4d6dd3aaab9277b6d198abf74fcd8b40f8b8ff350d613622ad8.pdf,status11,training\pdfs_train\16\16_001_90_01_166.pdf,True
56_001_01_02_022,56,001,01,02,022,d26ba6d8141a2101105f9fdc34051b67355ce8959f6c647593543839ac17c731.pdf,status11,training\pdfs_train\56\56_001_01_02_022.pdf,True
16_001_08_20_004,16,001,08,20,004,08bcbf895c3c315c6c9c82279f438d5b74a7c60d15e401553500eacfb3861822.pdf,status11,training\pdfs_train\16\16_001_08_20_004.pdf,True
05_001_99_13_002,05,001,99,13,002,c9832e03bef46f32e2b6f017c8c095eda78511743a4210f36eaf13c9890d597a.pdf,status11,training\pdfs_train\05\05_001_99_13_002.pdf,True
16_001_08_69_005,16,001,08,69,005,be76ad8c0c8dff8244575cee21ee5a366b10556ed28fdb6247228a10b8865870.pdf,status11,training\pdfs_train\16\16_001_08_69_005.pdf,True
05_022_02_01_023,05,022,02,01,023,a62d909394a1956cae336d9f9ee7a275d6297af4a67f58f25e29cbd20d482ba0.pdf,status11,training\pdfs_train\05\05_022_02_01_023.pdf,True
72_001_99_30_001,72,001,99,30,001,594c3ff2e58e58f5605de954de4d31e988d2933926ff75d3aab1e60b216fdba8.pdf,status11,training\pdfs_train\72\72_001_99_30_001.pdf,True
72_006_00_00_008,72,006,00,00,008,102295f00e6ce00e28e696d2a842c57d6272d9f63cc324f95a8c76bbab9d8864.pdf,status11,training\pdfs_train\72\72_006_00_00_008.pdf,True
16_001_07_42_006,16,001,07,42,006,8be42b895b602c47a4d729402e2ac55b1ce999e09008830d85998ad0582be780.pdf,status11,training\pdfs_train\16\16_001_07_42_006.pdf,True
56_001_02_01_004,56,001,02,01,004,2c7292aacedc63d186f802f02a020b563ade6f4a904911e3323afcefc8dbccc5.pdf,status11,training\pdfs_train\56\56_001_02_01_004.pdf,True
72_001_00_01_042,72,001,00,01,042,bce0683675a3f7456182ac8622ff5860f196d89be1102ba17b5fae15ed6e6aff.pdf,status11,training\pdfs_train\72\72_001_00_01_042.pdf,True
56_001_02_02_007,56,001,02,02,007,545c8d7acb0e5b253e5d36c4530e725898c4b935dbf87db64322a8f35dffa463.pdf,status11,training\pdfs_train\56\56_001_02_02_007.pdf,True
56_001_01_02_011,56,001,01,02,011,ae725bf1054ee794e70a77b2ecde51185e944e0be18954ab49f49ce0ec8e6f46.pdf,status11,training\pdfs_train\56\56_001_01_02_011.pdf,True
16_001_18_09_006,16,001,18,09,006,b3cf4136cee600669a635ec29f8ff58db2dee21028a140d58a7d6c6506f9fab3.pdf,status11,training\pdfs_train\16\16_001_18_09_006.pdf,True
72_001_00_01_027,72,001,00,01,027,50125725a12375903ea933e2cb82e213012172ff1c70a08400f19134f888b9f7.pdf,status11,training\pdfs_train\72\72_001_00_01_027.pdf,True
56_001_01_01_021,56,001,01,01,021,bf6531e5214d1376ac6a91ac2b6c66d0caca710a4665472114e88e0a38e168ec.pdf,status11,training\pdfs_train\56\56_001_01_01_021.pdf,True
05_010_00_00_020,05,010,00,00,020,359b8fcf9646b0552ddd1b12e2ca0e5aac2308b6d14b9c9f9e9c0a4706371bcd.pdf,status11,training\pdfs_train\05\05_010_00_00_020.pdf,True
05_001_10_02_001,05,001,10,02,001,ef51640950731c582e8f476c881219fdd56238e69534f1aa45fdbc55816b458d.pdf,status11,training\pdfs_train\05\05_001_10_02_001.pdf,True
16_001_05_02_004,16,001,05,02,004,8abb4a56fd615057d0b6f7ae511d77ab85b899f41d4721103a6f12275b34c51a.pdf,status11,training\pdfs_train\16\16_001_05_02_004.pdf,True
72_008_00_00_002,72,008,00,00,002,92d936f7a73df716a0897cffb52d09def01f8ade35f7a6f588255a331d97fbd0.pdf,status11,training\pdfs_train\72\72_008_00_00_002.pdf,True
72_001_99_10_002,72,001,99,10,002,e8185ed7f88f0ac318128546e0998ced73b12c7bb94c446c7fba660f4b0386eb.pdf,status11,training\pdfs_train\72\72_001_99_10_002.pdf,True
16_001_11_18_022,16,001,11,18,022,2724088616101faa33e2066eb9c3ecc64c43f4ca911ad98a5e1a8d2667d7ec7f.pdf,status11,training\pdfs_train\16\16_001_11_18_022.pdf,True
56_001_01_01_024,56,001,01,01,024,354e966abab6617211cb1c358eb3e6dcd72fe72a05ea8271256ac7dc8b307315.pdf,status11,training\pdfs_train\56\56_001_01_01_024.pdf,True
05_007_01_02_023,05,007,01,02,023,882fa31527e3f1ba4e2f10db6d872c9c81899ce2305fccfcc5f1dda3ef7bd102.pdf,status11,training\pdfs_train\05\05_007_01_02_023.pdf,True
05_001_04_02_021,05,001,04,02,021,66913dd7f634cfe6c902710bc8a590afa20533b3429c28c1c7cc27eb3e1ec725.pdf,status11,training\pdfs_train\05\05_001_04_02_021.pdf,True
72_001_00_01_038,72,001,00,01,038,1c79d98f74e70ea442bbeda8531b19df09da15461b848aad5f9bf363f7c9ce52.pdf,status11,training\pdfs_train\72\72_001_00_01_038.pdf,True
72_006_00_00_009,72,006,00,00,009,818765e6a1203bada3298e9270891f1953c38303dcee19732d85d1bbcab8c874.pdf,status11,training\pdfs_train\72\72_006_00_00_009.pdf,True
56_001_02_03_014,56,001,02,03,014,c658da6ce18498c11a5dbdfba1a9092f01c454d517fe7e1914f3303a8fa552ca.pdf,status11,training\pdfs_train\56\56_001_02_03_014.pdf,True
56_001_02_03_005,56,001,02,03,005,7742f2a9f6b9e812819bf4383e5efd744c7fbf33f4024e6bf353b46662504d8d.pdf,status11,training\pdfs_train\56\56_001_02_03_005.pdf,True
05_007_99_09_005,05,007,99,09,005,4881fc141999f6cc8ab0ab93e12668a961b24590d42f796371f6a5a86c0f6541.pdf,status11,training\pdfs_train\05\05_007_99_09_005.pdf,True
05_001_03_05_010,05,001,03,05,010,b1ad25cc4b04a75ef861daf267fd8ab3d83116aae448c75b29404239bd8ffc2b.pdf,status11,training\pdfs_train\05\05_001_03_05_010.pdf,True
16_001_06_14_003,16,001,06,14,003,fb6f09c5f56fb9ee6b6e60ba931963f514c0a7cf783bf30078cc904c12650e92.pdf,status11,training\pdfs_train\16\16_001_06_14_003.pdf,True
16_001_08_64_016,16,001,08,64,016,a42db78afd0747759e07b17e0f5e9618d59d1fa86768e6f15d97aa3a9a1f6063.pdf,status11,training\pdfs_train\16\16_001_08_64_016.pdf,True
05_013_00_00_012,05,013,00,00,012,789b808ed39b9faea6bf52b39b8ee07535cd76450c54e1fc6ae054995a796031.pdf,status11,training\pdfs_train\05\05_013_00_00_012.pdf,True
16_001_05_15_020,16,001,05,15,020,58f606253d3ef194081bf9bd2ee4afd67880ac82161c0bdfe7f33539abdbda37.pdf,status11,training\pdfs_train\16\16_001_05_15_020.pdf,True
56_001_01_01_036,56,001,01,01,036,9157528ff6ff14258b40666d69eb6896ae1c2f7813cae8bff4493719c861222f.pdf,status11,training\pdfs_train\56\56_001_01_01_036.pdf,True
72_008_00_00_005,72,008,00,00,005,9c431ec6e52b3e5edfad502b8f49347eb37f7a18be2a3a68a8c9ef86a249ad66.pdf,status11,training\pdfs_train\72\72_008_00_00_005.pdf,True
05_097_99_49_001,05,097,99,49,001,363072bb8e4e610ae4eadf6c2e87d33af75b623483e05c419fa9de9c47dbd17f.pdf,status11,training\pdfs_train\05\05_097_99_49_001.pdf,True
72_008_00_00_008,72,008,00,00,008,59a469ae75f75aa0c3ba70201a99dc025ccabb0d75ead2ca538ceb21b93db1d4.pdf,status11,training\pdfs_train\72\72_008_00_00_008.pdf,True
56_001_01_03_001,56,001,01,03,001,e374d95a9ce681c224839474fb1bce219535189c4c1cf82dfc32af3a5bc3b4be.pdf,status11,training\pdfs_train\56\56_001_01_03_001.pdf,True
56_001_01_03_002,56,001,01,03,002,3afe3eb3ea133693039c761e6fae4596fe545a8bb47e69ef8803f05d960e1a1a.pdf,status11,training\pdfs_train\56\56_001_01_03_002.pdf,True
72_002_00_00_002,72,002,00,00,002,07bda0c532d25159bef82b27dbecbec5667ac6f297353bd81d76a6123a2d8aaa.pdf,status11,training\pdfs_train\72\72_002_00_00_002.pdf,True
16_001_11_48_010,16,001,11,48,010,e0025f3b44f5a4449df73971311ffe98bf11866ef87fe85a86a50c55798f3f85.pdf,status11,training\pdfs_train\16\16_001_11_48_010.pdf,True
16_001_05_15_017,16,001,05,15,017,1bd979ca1633e95d14f9549332faf552741fc30da000b432a9a0d32d84ac99d2.pdf,status11,training\pdfs_train\16\16_001_05_15_017.pdf,True
56_001_02_03_027,56,001,02,03,027,d185937ab6a0824c958145fa90d523af5d3240c60f4ab776138a4dd3a29b49d5.pdf,status11,training\pdfs_train\56\56_001_02_03_027.pdf,True
72_006_00_00_019,72,006,00,00,019,07a5a1f5d0b922749852b36de8e6c57160a7360d5390685aad599900093c8945.pdf,status11,training\pdfs_train\72\72_006_00_00_019.pdf,True
05_073_99_02_002,05,073,99,02,002,9e57d1b250f9a6b389fc88f10c49a51471beed4c5e6967373971d4ec145e27e9.pdf,status11,training\pdfs_train\05\05_073_99_02_002.pdf,True
05_070_00_00_022,05,070,00,00,022,b837327d9b372777649eae88aca8030a5009ef426bfaf755062f6b059cb2d52f.pdf,status11,training\pdfs_train\05\05_070_00_00_022.pdf,True
72_006_00_00_002,72,006,00,00,002,b762504bca1b3e4d2dc76f1395e4f8bd1fab2c4fbc89037d11bc8f48f304627d.pdf,status11,training\pdfs_train\72\72_006_00_00_002.pdf,True
05_001_10_01_027,05,001,10,01,027,f58bc019b777cbaa9315a8b0b47d68a771b0974db24c65a7b115c56191bcf110.pdf,status11,training\pdfs_train\05\05_001_10_01_027.pdf,True
16_001_05_45_002,16,001,05,45,002,153f853507ad5c61bba696ea32a57bd8f184ad741c1e578091bf528be3e75efd.pdf,status11,training\pdfs_train\16\16_001_05_45_002.pdf,True
16_001_11_28_014,16,001,11,28,014,c30b86dee26f59b15fb5aeddf93b58360c59af836518990737e32d55ca86004b.pdf,status11,training\pdfs_train\16\16_001_11_28_014.pdf,True
05_121_00_02_017,05,121,00,02,017,79d8405c0a2e93157de1fff3dc1d0e5cc12b9be2b21a5467319b47639c1e39ea.pdf,status11,training\pdfs_train\05\05_121_00_02_017.pdf,True
56_001_02_02_011,56,001,02,02,011,1e4a962cfc6519ae877c27044dc37284adfd2cb3ccd01f1d0dfc50a01131a1fd.pdf,status11,training\pdfs_train\56\56_001_02_02_011.pdf,True
72_001_99_45_001,72,001,99,45,001,0834f9dee10524d4c5f3c08f1adf46d308c02322ae19a248e80cd7af25592ccb.pdf,status11,training\pdfs_train\72\72_001_99_45_001.pdf,True
05_001_05_02_024,05,001,05,02,024,aa18ab6874e9ffa99ea4c435880021bcc373f688f8dea11e9136d1254ebbf61f.pdf,status11,training\pdfs_train\05\05_001_05_02_024.pdf,True
56_001_01_01_031,56,001,01,01,031,44555b050604296b1aa86e09a55df3b9f38393e5749488c0f73f6a57ce12d69f.pdf,status11,training\pdfs_train\56\56_001_01_01_031.pdf,True
56_001_01_01_038,56,001,01,01,038,3f5e15572a2003580334e944ef96bd43e82a2c5d395e420f7d6955716472aa99.pdf,status11,training\pdfs_train\56\56_001_01_01_038.pdf,True
72_001_00_01_024,72,001,00,01,024,81c90f611a0f1599dccbb7b788f5ee1fb72148b9758fb355c4b89f3c614fdc64.pdf,status11,training\pdfs_train\72\72_001_00_01_024.pdf,True
16_001_19_31_016,16,001,19,31,016,ac80ecc14f56468e9677dabf26c8043959f6b560ad89847310dd7c1fa652874b.pdf,status11,training\pdfs_train\16\16_001_19_31_016.pdf,True
56_001_01_01_022,56,001,01,01,022,0622b6c635c60d6ba16e96f67114b253c0f10a44d6b44c5bb1c5dd68de20d719.pdf,status11,training\pdfs_train\56\56_001_01_01_022.pdf,True
05_022_01_06_017,05,022,01,06,017,cf5b5f9e5b5b25cf273756dae5990b9c27a02719d250c83d168939f3dd86a743.pdf,status11,training\pdfs_train\05\05_022_01_06_017.pdf,True
05_001_16_03_019,05,001,16,03,019,5b68a9d3aa83305cfe2a2f691089edd08689e64423dafc637b7e858a8756a3ff.pdf,status11,training\pdfs_train\05\05_001_16_03_019.pdf,True
56_001_02_03_006,56,001,02,03,006,31112928b7c4b7c9e9eff881a2627cfd56c22a74ac259e678c7f3a159856eecf.pdf,status11,training\pdfs_train\56\56_001_02_03_006.pdf,True
72_008_00_00_013,72,008,00,00,013,a84b13103bd3cc6d7a3a006cfa584870e045806efa0ef500df574f1ff5db9103.pdf,status11,training\pdfs_train\72\72_008_00_00_013.pdf,True
16_001_07_11_027,16,001,07,11,027,6744b949d1d630aaaba22601afb59eae9cfcf77b9f45a391fecfd66898a17593.pdf,status11,training\pdfs_train\16\16_001_07_11_027.pdf,True
16_001_11_31_006,16,001,11,31,006,6fb12e542b7dd8938d23a86eaef3cd010ba77d0f6070dd33e2eccd34acd408fc.pdf,status11,training\pdfs_train\16\16_001_11_31_006.pdf,True
16_001_07_46_003,16,001,07,46,003,82cf4d9832d4afc13efc2b4b91c7c95fc04c9ebb6c937172dcbe58d5bc8328f9.pdf,status11,training\pdfs_train\16\16_001_07_46_003.pdf,True
05_001_16_02_014,05,001,16,02,014,5e826dca2a7465e0a4e13f2a3ac92a828b616672c71af31418f5e861959f3656.pdf,status11,training\pdfs_train\05\05_001_16_02_014.pdf,True
56_001_02_02_001,56,001,02,02,001,bea50c15a3f46ede249d716052dcba5f98355fcea3c80ce218d26156b03cfc16.pdf,status11,training\pdfs_train\56\56_001_02_02_001.pdf,True
72_001_98_01_001,72,001,98,01,001,333022c9c77c4e4ca74afd14d3aa0bf445accbe3266d519c3560f7be63079602.pdf,status11,training\pdfs_train\72\72_001_98_01_001.pdf,True
72_001_00_01_045,72,001,00,01,045,07438dc48fe58cd79d5be08660d8c613b39560a20938ac6e3ab6fbe85317e5af.pdf,status11,training\pdfs_train\72\72_001_00_01_045.pdf,True
16_001_16_26_005,16,001,16,26,005,5bd85e5703df7ddb215b9da4451c340566c59155c10c0e493e97a1a22238cc4f.pdf,status11,training\pdfs_train\16\16_001_16_26_005.pdf,True
56_001_02_01_002,56,001,02,01,002,3eeb50349a93881e0963ed41b98f2319fcd74d29deb8bc91b754433d6fbb65b4.pdf,status11,training\pdfs_train\56\56_001_02_01_002.pdf,True
72_008_00_00_006,72,008,00,00,006,bda506991cceeee819fce89c1bc560135d27d4169c7f5b2718ae8ee7daad4936.pdf,status11,training\pdfs_train\72\72_008_00_00_006.pdf,True
56_001_01_01_015,56,001,01,01,015,12ca5475d5351fdd5edcddc3cd9c6fa9c4ba3ddaebe6cf79423fd4a3784211fc.pdf,status11,training\pdfs_train\56\56_001_01_01_015.pdf,True
05_001_20_01_040,05,001,20,01,040,f266ae4a6a3a22686d536eba1f7075d651f5dfa23967a5d7809b418ff3bb8545.pdf,status11,training\pdfs_train\05\05_001_20_01_040.pdf,True
72_001_00_01_002,72,001,00,01,002,e45d35b4853ab8b9158b1d1de4cdf1312fc23f3030790ebe775de1eafaa739f1.pdf,status11,training\pdfs_train\72\72_001_00_01_002.pdf,True
16_001_10_83_007,16,001,10,83,007,a75a156ad11c23d43e4d8718c5d41dd84e6a96d4d7bfb1eeefe82c6949125f25.pdf,status11,training\pdfs_train\16\16_001_10_83_007.pdf,True
05_001_99_21_003,05,001,99,21,003,640a6b532b109f3ebf2d8cfe9aad2982f9d2a6abecc9a7f283fbc11df4debece.pdf,status11,training\pdfs_train\05\05_001_99_21_003.pdf,True
16_001_10_07_015,16,001,10,07,015,2523475d08cf5bd90ffa3ecf4618cf4582aded375fb0c3288c88bd9718825741.pdf,status11,training\pdfs_train\16\16_001_10_07_015.pdf,True
56_001_01_02_004,56,001,01,02,004,189f40398490f82eb45d7f371c1a99a9a23804f1fcf59d54bf6d31fa3d2482e7.pdf,status11,training\pdfs_train\56\56_001_01_02_004.pdf,True
72_001_00_02_001,72,001,00,02,001,7a85a6bf7a9f3ccbc0870f56b4c0b49295a37e8f6a57c37ca0a933e333c18b70.pdf,status11,training\pdfs_train\72\72_001_00_02_001.pdf,True
05_001_10_02_006,05,001,10,02,006,55b6c61d62e44f8037f1f81afe3e790998d782c9b9d3e81fb92670fa975767ff.pdf,status11,training\pdfs_train\05\05_001_10_02_006.pdf,True
05_013_99_05_001,05,013,99,05,001,955595987c10c59a125a3a2926e1c4017da746c0181c7cb78fc92198c20e1e82.pdf,status11,training\pdfs_train\05\05_013_99_05_001.pdf,True
16_001_05_36_007,16,001,05,36,007,8d5535d6e6a9e47a58ddc4b0c79e6dbefbb4cf4c9662bf761ea7fd55254d7b72.pdf,status11,training\pdfs_train\16\16_001_05_36_007.pdf,True
56_001_02_01_009,56,001,02,01,009,5e50865c735e09eafdeac9adca7b34a9301c80a3428c9f74d0559b4e6a48d071.pdf,status11,training\pdfs_train\56\56_001_02_01_009.pdf,True
72_006_00_00_007,72,006,00,00,007,133e1cc45c3d278c8a167f3cf560f87c306672f370f29c203b7789177fbb2076.pdf,status11,training\pdfs_train\72\72_006_00_00_007.pdf,True
16_001_15_01_017,16,001,15,01,017,f8f9971e2a4e4c6c9244af54fb649ddafcd169e5e7d84ede3d40fe101951972a.pdf,status11,training\pdfs_train\16\16_001_15_01_017.pdf,True
56_001_01_01_039,56,001,01,01,039,923ab4f90f39c408981c8bee45c3aaa10e27446119bf99151300e9ff4f6a742a.pdf,status11,training\pdfs_train\56\56_001_01_01_039.pdf,True
05_001_03_02_026,05,001,03,02,026,4ed3dd389e0b39d809ad389bb9306e4573ec9e1de21cd452c1568d7d23fef9d0.pdf,status11,training\pdfs_train\05\05_001_03_02_026.pdf,True
72_006_00_00_015,72,006,00,00,015,57b8804dae8c5394d1e14d999d46e861a67c6844033f0aae9b362bd8a7775123.pdf,status11,training\pdfs_train\72\72_006_00_00_015.pdf,True
16_001_15_12_004,16,001,15,12,004,7fe1f0b5809535bdb81e689df0a70850c08f7389bb8d802a64ea1c1281f25e75.pdf,status11,training\pdfs_train\16\16_001_15_12_004.pdf,True
05_001_13_04_002,05,001,13,04,002,e97ae75c39452e2b68954646d670c7cda9dde73e2c5ac39f566777cc46c1bdd2.pdf,status11,training\pdfs_train\05\05_001_13_04_002.pdf,True
72_001_00_01_010,72,001,00,01,010,b1b480bdaed5d03555d67633bd79dee6683a2def6ee88368866f1427607d34e3.pdf,status11,training\pdfs_train\72\72_001_00_01_010.pdf,True
72_001_00_01_029,72,001,00,01,029,2cbfa22cac3779258f8c15525dc17d08a4bdfdd4e2533d77cfe54426db20f5dd.pdf,status11,training\pdfs_train\72\72_001_00_01_029.pdf,True
05_001_09_01_014,05,001,09,01,014,b3d3cc4adca862f3c5d4ddf674e432d9b66aefd047d6cf28911ee15174306f2e.pdf,status11,training\pdfs_train\05\05_001_09_01_014.pdf,True
56_001_01_02_018,56,001,01,02,018,e15f711d48f119864ef2cc9a342a1b3f7eac869c9782ad0b1217fb308f0dc9a3.pdf,status11,training\pdfs_train\56\56_001_01_02_018.pdf,True
16_001_04_40_017,16,001,04,40,017,1a278d34c3450480d8bb899d4a32440ed9cf0c3dcfc8a332352e7a834fefb182.pdf,status11,training\pdfs_train\16\16_001_04_40_017.pdf,True
16_001_05_33_005,16,001,05,33,005,813213dafd9945bf85e900330dfcd1df52014a916f5b6cd533a364bb634e4034.pdf,status11,training\pdfs_train\16\16_001_05_33_005.pdf,True
56_001_01_02_010,56,001,01,02,010,b1d4ad08775a94770d8c35b01387b25b35c497e1f0a5072a280ac90b76f2ba20.pdf,status11,training\pdfs_train\56\56_001_01_02_010.pdf,True
16_001_04_17_008,16,001,04,17,008,9770c6987a9fd0a8c10dde318aade5bd53a5aaa05f95e46ac3134fa808096ae0.pdf,status11,training\pdfs_train\16\16_001_04_17_008.pdf,True
56_004_00_00_009,56,004,00,00,009,579e01fc71d962884fb92cd44f473c4a369e52e3e78b68da894ac297982fa3b4.pdf,status11,training\pdfs_train\56\56_004_00_00_009.pdf,True
72_006_00_00_011,72,006,00,00,011,56d44fe1608fd0b0bd04b833a45bf1c1b97df9f2292940731b4de452b915b815.pdf,status11,training\pdfs_train\72\72_006_00_00_011.pdf,True
05_001_22_04_022,05,001,22,04,022,9c9d8b73e2c16ad43471ccf750484a2fb41f47e5b7a4449b6e6ab927250d4f80.pdf,status11,training\pdfs_train\05\05_001_22_04_022.pdf,True
05_084_00_00_001,05,084,00,00,001,95d93443cab169f0a4b4b60a856c3abbefdee2ed20c4184938eb5e99a0daf2ed.pdf,status11,training\pdfs_train\05\05_084_00_00_001.pdf,True
56_001_01_01_042,56,001,01,01,042,e34d9f89234302b33a2b478472429eba876b33f22037f5175f6c21b738e380e3.pdf,status11,training\pdfs_train\56\56_001_01_01_042.pdf,True
16_001_09_27_009,16,001,09,27,009,aeaaaa78b1dd7d85d5ac9202f62905763a17017139d2b1f4ab9b0a3943481741.pdf,status11,training\pdfs_train\16\16_001_09_27_009.pdf,True
05_001_07_02_012,05,001,07,02,012,4a2227af633c6d09adacea59fe90ccafedbc53c35df4a70a4a1374651a5d82fe.pdf,status11,training\pdfs_train\05\05_001_07_02_012.pdf,True
72_001_00_01_022,72,001,00,01,022,44f4762d9f8ea7db675d84246919685733db932f952e4c3d11d5ef3958de58c3.pdf,status11,training\pdfs_train\72\72_001_00_01_022.pdf,True
16_001_01_36_003,16,001,01,36,003,08adb1a1d9d763e492d4a91eca35cca0106f472d9b5a85c7064de2a93c927d78.pdf,status11,training\pdfs_train\16\16_001_01_36_003.pdf,True
56_001_01_03_005,56,001,01,03,005,7e30875fc3c106c0968650173397585ec0702ae9dd4c52b9db4173a2975f4a42.pdf,status11,training\pdfs_train\56\56_001_01_03_005.pdf,True
05_028_99_17_011,05,028,99,17,011,23c42518e1bda6580308c18430409f1bbd2d737bbdb855e54ede25d78d593754.pdf,status11,training\pdfs_train\05\05_028_99_17_011.pdf,True
05_001_13_05_007,05,001,13,05,007,1a7e69750c1e529b7b1a32741de10a4bc81bfdce15bc47e1ee4f0245991b4dd9.pdf,status11,training\pdfs_train\05\05_001_13_05_007.pdf,True
72_006_00_00_020,72,006,00,00,020,739535ad3dbd32317a2573f771bb9182490fd2a79b81aebc44c2dbc9ec3f73fa.pdf,status11,training\pdfs_train\72\72_006_00_00_020.pdf,True
16_001_01_19_018,16,001,01,19,018,ba9e351b5de98690c9f14c439663ca9248a42e8eee812a8b4783c11ce1876688.pdf,status11,training\pdfs_train\16\16_001_01_19_018.pdf,True
56_001_02_03_013,56,001,02,03,013,0575a6a1d04685f1239b3bae1ceabf8660a9683a3be13068ab3b58f622539736.pdf,status11,training\pdfs_train\56\56_001_02_03_013.pdf,True
72_001_00_02_005,72,001,00,02,005,d934e9ab34a4639944f933c7a8edf8ef97f038a7ff8298c95fd5722fdc4107cb.pdf,status11,training\pdfs_train\72\72_001_00_02_005.pdf,True
